begin;laneDensity;lane_ids;inflow;outflow
30000;;181[1][1][1][0]_1;0;0
30000;0.23;181[1][1][1][0]_2;12;12
30000;25.91;181[1][1][1][0]_3;744;744
30000;1.41;181[1][1][1][1][0]_0;48;48
30000;;181[1][1][1][1][0]_1;0;0
30000;;181[1][1][1][1][0]_2;0;0
30000;25.36;181[1][1][1][1][0]_3;768;768
30000;1.45;181[1][1][1][1][1][0]_0;48;48
30000;;181[1][1][1][1][1][0]_1;0;0
30000;;181[1][1][1][1][1][0]_2;0;0
30000;1.11;181[1][1][1][1][1][0]_3;36;36
30000;0.35;181[1][1][1][1][1][0].76_0;0;12
30000;64.21;181[1][1][1][1][1][0].76_1;96;180
30000;39.06;181[1][1][1][1][1][0].76_2;240;228
30000;26.12;181[1][1][1][1][1][0].76_3;624;516
30000;49.08;182_0;552;360
30000;42.05;182_1;240;396
30000;3.35;183.8_0;72;84
30000;4.38;183.8_1;60;72
30000;3.69;184_0;0;216
30000;8.25;184_1;540;324
30000;0.77;185_0;12;12
30000;0.32;186_0;24;12
30000;0.66;186_1;12;36
30000;0.51;187_0;24;24
30000;;19_0;0;0
30000;;19_1;0;0
30000;2.28;2_0;192;96
30000;3.48;2_1;36;144
30000;5.79;20_0;12;216
30000;3.86;20_1;300;108
30000;;21_0;0;0
30000;;21_1;0;0
30000;85.58;22_0;168;264
30000;10.57;22_1;288;180
30000;;24_0;0;0
30000;;24_1;0;0
30000;1.85;25[0]_0;60;60
30000;1.32;25[0]_1;48;48
30000;2.59;25[1]_0;72;84
30000;2.42;25[1]_1;96;120
30000;80.06;26_0;120;24
30000;106.13;26_1;180;264
30000;1.55;27_0;72;72
30000;1.95;27_1;72;72
30000;82.79;28_0;72;144
30000;94.08;28_1;144;228
30000;3.94;29_0;120;96
30000;0.74;29_1;12;36
30000;73.52;30_0;360;348
30000;66.66;30_1;252;132
30000;2.91;31_0;96;96
30000;3.01;31_1;120;108
30000;74.49;32_0;240;216
30000;80.67;32_1;360;360
30000;4.6;33_0;216;108
30000;1.18;33_1;12;120
30000;84.31;34_0;420;348
30000;85.8;34_1;312;216
30000;92;35_0;120;72
30000;94.01;35_1;36;36
30000;45.09;35_2;36;0
30000;47.35;35_3;96;12
30000;24.04;35_4;204;60
30000;2.56;37[0]_0;108;120
30000;3.19;37[0]_1;156;144
30000;68.58;38.9_0;372;336
30000;68.86;38.9_1;276;348
30000;1.45;39.68_0;36;72
30000;0.12;39.68_1;36;0
30000;16.62;3[0]_0;324;804
30000;11.36;3[0]_1;492;432
30000;5.12;3[0]_2;576;192
30000;34.29;3[1]_0;252;156
30000;38.37;3[1]_1;420;84
30000;7.27;3[1]_2;204;372
30000;10.42;4_0;36;24
30000;7.41;4_1;12;48
30000;18.8;4_2;348;228
30000;106.23;40_0;12;72
30000;114.52;40_1;240;156
30000;62.27;40_2;168;12
30000;60.68;40_3;324;192
30000;114.88;41.3_0;72;36
30000;116.34;41.3_1;168;156
30000;13.34;41.3_2;48;132
30000;2.86;41.3_3;168;72
30000;136.15;42.0_0;24;72
30000;129.19;42.0_1;96;120
30000;107.88;42.0_2;48;120
30000;132.19;42.0_3;132;168
30000;91.4;43[0].45_0;240;72
30000;112.77;43[0].45_1;204;48
30000;21.74;44_0;216;264
30000;2.27;44_1;12;48
30000;3.28;44_2;132;108
30000;5.88;45[0].5_0;228;264
30000;0.78;45[0].5_1;36;60
30000;6.26;45[1]_0;264;324
30000;1.49;45[1]_1;60;96
30000;12.67;46_0;312;540
30000;1.41;46_1;180;48
30000;17.17;47_0;432;264
30000;3.32;47_1;0;168
30000;42.68;48_0;216;180
30000;9.4;48_1;360;384
30000;;48_2;0;0
30000;0.82;49[0]_0;36;48
30000;2.09;49[0]_1;84;72
30000;1.11;49[0]_2;48;48
30000;1.06;49[1]_0;48;36
30000;1.32;49[1]_1;72;72
30000;1.41;49[1]_2;48;60
30000;134.03;5_0;84;60
30000;141.8;5_1;24;0
30000;2.41;50[0].15_0;48;120
30000;0.55;50[0].15_1;96;0
30000;3.19;50[1]_0;120;120
30000;;50[1]_1;0;0
30000;8.03;51_0;228;204
30000;0.84;51_1;0;24
30000;12.15;52_0;12;132
30000;0.65;52_1;60;24
30000;;52_2;0;0
30000;66.17;53.4_0;396;240
30000;58.82;53.4_1;576;204
30000;45.67;53.4_2;336;336
30000;8.78;54[0]_0;396;360
30000;0.65;54[0]_1;12;60
30000;10.06;54[1]_0;336;228
30000;4.5;54[1]_1;60;156
30000;0.54;55[0]_0;48;24
30000;7.22;55[0]_1;312;324
30000;1.34;55[0]_2;60;24
30000;0.16;55[1]_0;24;0
30000;8.39;55[1]_1;360;396
30000;0;55[1]_2;0;12
30000;1.34;56.0.16_0;36;96
30000;0.5;56.0.16_1;48;0
30000;2.15;57_0;48;72
30000;15.75;57_1;264;204
30000;5.54;58_0;252;216
30000;1.42;58_1;24;84
30000;0.59;59_0;216;12
30000;3.61;59_1;132;48
30000;8.52;59_2;48;336
30000;0.54;6_0;0;96
30000;0.78;6_1;0;48
30000;0.64;6_2;0;0
30000;0.58;6_3;0;0
30000;2.02;6_4;156;36
30000;27.76;60_0;276;240
30000;2.37;61_0;60;108
30000;2.05;61_1;96;60
30000;0.78;62_0;36;36
30000;;63_0;0;0
30000;0.25;64_0;12;12
30000;0.51;66.10_0;24;24
30000;0.91;66.10_1;36;48
30000;5.99;67.1_0;180;204
30000;0.98;67.1_1;36;60
30000;1.79;68_0;108;36
30000;1.25;68_1;36;84
30000;0.88;69_0;36;36
30000;2.32;69_1;84;84
30000;78.74;7.0.20_0;204;0
30000;84.54;7.0.20_1;0;0
30000;85.06;7.0.20_2;72;0
30000;108.5;7.0.20_3;216;0
30000;99.35;7.0.20_4;228;0
30000;1.04;70_0;48;48
30000;3.72;71_0;96;108
30000;2.51;72_0;96;96
30000;2.22;73_0;36;108
30000;0.14;73_1;84;0
30000;0.59;74_0;0;0
30000;0.49;74_1;48;60
30000;3.43;75_0;96;144
30000;1.92;75_1;108;72
30000;;75_2;0;0
30000;4.24;76_0;120;156
30000;2.47;76_1;180;132
30000;4.17;77_0;156;180
30000;1.17;77_1;48;36
30000;0.19;78_0;24;0
30000;12.03;78_1;396;420
30000;4.07;79_0;144;180
30000;1.76;79_1;108;84
30000;0.95;8.0.2.13_0;84;12
30000;2.26;8.0.2.13_1;60;72
30000;2.9;8.0.2.13_2;0;252
30000;1.63;8.0.2.13_3;204;24
30000;2.9;80_0;168;60
30000;9.05;80_1;216;360
30000;2.41;81_0;24;132
30000;3.14;81_1;192;108
30000;2.05;81_2;84;84
30000;6.07;82_0;132;144
30000;3.17;82_1;108;84
30000;2.31;82_2;84;84
30000;0.52;83_0;36;24
30000;5.3;83_1;228;180
30000;4.37;83_2;144;216
30000;1.05;84_0;348;36
30000;6.33;84_1;12;228
30000;2.15;84_2;72;144
30000;5.76;85_0;192;132
30000;3.48;85_1;0;48
30000;3.92;85_2;96;84
30000;1.86;86[0]_0;48;96
30000;1.23;86[0]_1;60;60
30000;3.65;86[0]_2;192;144
30000;3.3;86[1][1]_0;108;96
30000;3.89;86[1][1]_1;60;60
30000;7.47;86[1][1]_2;144;144
30000;22.53;87_0;396;396
30000;2.77;87_1;120;132
30000;3.53;88_0;96;96
30000;0.54;88_1;24;36
30000;0.82;9_0;24;0
30000;3.91;9_1;60;60
30000;17.91;9_2;252;288
30000;31.17;9_3;24;336
30000;5.33;90_0;156;192
30000;1.8;90_1;108;84
30000;7.8;91_0;108;168
30000;10.33;91_1;204;156
30000;1.16;92_0;60;60
30000;3.71;92_1;132;180
30000;0.06;93_0;24;0
30000;1.75;93_1;60;108
30000;5.35;93_2;216;204
30000;5.4;94_0;72;108
30000;3.52;94_1;84;48
30000;12.38;94_2;96;156
30000;0.19;95_0;12;0
30000;0.04;95_1;0;12
30000;;96_0;0;0
30000;0.25;96_1;12;12
30000;2.14;97_0;96;96
30000;0.09;97_1;0;12
30000;3.96;98_0;144;96
30000;0.88;98_1;0;36
30000;1.13;99_0;24;48
30000;29.74;E0_0;636;60
30000;89.2;E0_1;0;204
30000;83.57;E0_2;0;252
30000;15.08;E0.221_0;192;168
30000;13.52;E0.221_1;192;228
30000;1.4;E1_0;48;60
30000;0.01;E1_1;0;12
30000;1.41;E10_0;60;60
30000;;E10_1;0;0
30000;;E11_0;0;0
30000;;E11_1;0;0
30000;1.25;E12_0;36;36
30000;0.58;E12_1;24;24
30000;3.47;E13_0;96;96
30000;0.68;E13_1;24;24
30000;0.78;E15_0;24;24
30000;1.76;E18_0;60;60
30000;;E18_1;0;0
30000;110.48;E19_0;228;228
30000;75.97;E19_1;204;180
30000;67.94;E19_2;336;324
30000;14.54;E2_0;828;576
30000;4;E2_1;0;300
30000;13.96;E2.444_0;576;588
30000;6.66;E2.444_1;336;336
30000;0.46;E20_0;12;12
30000;0.5;E21_0;12;12
30000;26.14;E3_0;2016;1104
30000;21.85;E3_1;0;840
30000;0.32;E4.10_0;12;12
30000;1.42;E4.24_0;36;36
30000;1.48;E5_0;48;48
30000;;E5_1;0;0
30000;10.78;E6_0;36;36
30000;60.35;E6_1;192;192
30000;46.66;E6_2;192;192
30000;;E7.29_0;0;0
30000;0.74;E7.9_0;24;24
30000;0.8;E8_0;36;36
30000;0.54;E8_1;24;24
30000;1.61;E8.39_0;72;72
30000;166.66;gneE10_0;108;96
30000;125.58;gneE10_1;252;252
30000;57.96;gneE10_2;600;588
30000;142.79;gneE126_0;60;48
30000;150.08;gneE126_1;48;36
30000;;gneE138_0;0;0
30000;0.49;gneE138_1;12;36
30000;1.31;gneE138_2;60;36
30000;115.68;gneE140_0;84;60
30000;114.62;gneE140_1;48;120
30000;4.51;gneE141_0;144;240
30000;0.49;gneE141_1;72;12
30000;131.67;gneE142_0;36;24
30000;144.24;gneE142_1;144;96
30000;180.13;gneE143_0;72;72
30000;128.88;gneE143_1;24;36
30000;;gneE144_0;0;0
30000;0.28;gneE147_0;12;12
30000;6.26;gneE148_0;120;108
30000;3.6;gneE148_1;60;60
30000;;gneE148_2;0;0
30000;59.46;gneE150_0;204;180
30000;40.21;gneE150_1;132;156
30000;27.27;gneE151_0;180;180
30000;31.34;gneE151_1;156;132
30000;0.27;gneE153_0;12;12
30000;5.95;gneE153_1;228;228
30000;0.25;gneE153_2;12;12
30000;10.15;gneE154_0;228;228
30000;1.06;gneE154_1;36;36
30000;0.26;gneE155_0;12;12
30000;0.96;gneE156_0;36;36
30000;;gneE157_0;0;0
30000;;gneE158_0;0;0
30000;2.69;gneE159_0;96;120
30000;0.3;gneE159_1;24;0
30000;;gneE159_2;0;0
30000;;gneE159_3;0;0
30000;0.27;gneE160_0;12;12
30000;9.14;gneE160_1;360;360
30000;0.62;gneE160_2;24;24
30000;5.05;gneE160_3;204;204
30000;19.76;gneE188_0;192;144
30000;3.16;gneE188_1;24;72
30000;0.33;gneE190_0;12;12
30000;;gneE190_1;0;0
30000;13.95;gneE199_0;132;108
30000;6.4;gneE199_1;36;60
30000;6.17;gneE202_0;120;120
30000;3.34;gneE202_1;60;60
30000;2.23;gneE203_0;84;96
30000;1.1;gneE205_0;36;36
30000;0.42;gneE208_0;12;12
30000;;gneE208_1;0;0
30000;1.13;gneE22_0;12;36
30000;73.1;gneE22_1;348;432
30000;3.22;gneE22_2;84;0
30000;11.42;gneE22_3;468;468
30000;7.2;gneE224_0;156;156
30000;28.48;gneE226_0;180;192
30000;30.45;gneE226_1;120;120
30000;1.78;gneE226_2;60;60
30000;3.49;gneE227_0;156;156
30000;4.39;gneE228_0;192;192
30000;0.72;gneE23_0;24;24
30000;;gneE23_1;0;0
30000;0.58;gneE230_0;24;24
30000;3.95;gneE231_0;180;168
30000;4.56;gneE231_1;168;156
30000;7.98;gneE233_0;132;120
30000;1.24;gneE251_0;12;48
30000;2.12;gneE251_1;132;60
30000;4.65;gneE257_0;216;96
30000;7.4;gneE257_1;168;300
30000;10.73;gneE258_0;180;168
30000;0.99;gneE258_1;24;36
30000;;gneE271_0;0;0
30000;;gneE393_0;0;0
30000;11.12;gneE393_1;432;432
30000;;gneE394_0;0;0
30000;5.34;gneE394_1;216;216
30000;;gneE396_0;0;0
30000;2.45;gneE396_1;96;96
30000;4.91;gneE397_0;180;180
30000;0.83;gneE397_1;36;36
30000;5.09;gneE401_0;36;48
30000;75.3;gneE401_1;444;444
30000;;gneE401_2;0;0
30000;5.46;gneE401_3;24;24
30300;6.05;1_0;252;264
30300;2.7;1_1;108;108
30300;12.72;10_0;264;216
30300;6.29;10_1;108;156
30300;0.44;100_0;12;24
30300;0.33;101_0;12;12
30300;0.75;102_0;36;36
30300;1.89;103[0]_0;72;72
30300;1.46;103[0]_1;60;60
30300;3.03;103[1].2_0;120;120
30300;0.86;103[1].2_1;36;36
30300;3.08;104.5_0;120;96
30300;0.76;104.5_1;36;72
30300;8.47;105_0;96;120
30300;5.28;105_1;84;84
30300;3.2;106_0;144;144
30300;0.3;107_0;0;12
30300;2.69;107_1;96;108
30300;4.67;108_0;12;12
30300;22.92;108_1;108;96
30300;3.77;109_0;144;144
30300;2.01;109_1;84;84
30300;3.54;11_0;84;84
30300;12.45;11_1;216;204
30300;4.14;110_0;144;168
30300;1.41;110_1;84;60
30300;0.71;111_0;48;0
30300;1.1;111_1;36;96
30300;2.29;112[0]_0;0;168
30300;1.26;112[0]_1;144;12
30300;4.33;112[1]_0;48;48
30300;0.26;112[1]_1;12;12
30300;1.95;113[0]_0;84;72
30300;1.77;113[0]_1;72;72
30300;0.3;113[0]_2;12;12
30300;4.73;113[1][0]_0;180;168
30300;0.86;113[1][0]_1;72;72
30300;0.44;113[1][0]_2;12;24
30300;3.36;114_0;108;168
30300;3.78;114_1;192;132
30300;2.28;115_0;36;48
30300;1.1;115_1;60;36
30300;71.63;116_0;0;0
30300;75.84;116_1;0;0
30300;96.91;116_2;0;0
30300;105.34;116_3;0;0
30300;126.41;116_4;0;0
30300;;117_0;0;0
30300;;117_1;0;0
30300;;117_2;0;0
30300;0.96;117_3;0;180
30300;10.29;117_4;516;276
30300;50.78;118_0;936;312
30300;76.59;118_1;0;552
30300;1.88;119_0;84;84
30300;;119_1;0;0
30300;9.51;12_0;204;168
30300;7.13;12_1;108;84
30300;8.62;12_2;228;12
30300;14.82;12_3;12;72
30300;2.65;120.0.24_0;36;144
30300;0.16;120.0.24_1;72;0
30300;9.3;121_0;552;0
30300;88.33;121_1;0;48
30300;1.86;122[0]_0;0;180
30300;2.62;122[0]_1;0;204
30300;6.67;122[0]_2;480;120
30300;7.56;122[1]_0;180;480
30300;12.3;122[1]_1;588;528
30300;8.68;122[1]_2;516;300
30300;71.28;123_0;1104;84
30300;68.13;123_1;0;276
30300;64.03;123_2;0;588
30300;0.51;125_0;12;24
30300;;125_1;0;0
30300;1.62;126_0;36;36
30300;5.43;127_0;168;228
30300;6.09;127_1;180;204
30300;8.1;127_2;312;300
30300;3.54;128_0;168;168
30300;2.32;128_1;84;108
30300;24.05;129_0;180;60
30300;125.1;129_1;0;168
30300;2.41;13.1_0;0;204
30300;2.73;13.1_1;0;108
30300;3.57;13.1_2;0;228
30300;3.11;13.1_3;492;12
30300;0.85;130_0;36;36
30300;3.91;130_1;168;180
30300;31.84;131_0;180;48
30300;108.34;131_1;0;144
30300;39.94;132_0;420;180
30300;123.92;132_1;0;168
30300;;133_0;0;0
30300;0.75;133_1;36;24
30300;1.89;134.7_0;36;36
30300;0.17;134.7_1;24;24
30300;36.8;134.7_2;48;0
30300;3.09;135.7_0;132;144
30300;0.95;135.7_1;60;48
30300;;135.7_2;0;0
30300;22.78;136_0;624;132
30300;77.56;136_1;0;552
30300;;137.5_0;0;0
30300;;137.5_1;0;0
30300;0.96;138_0;60;12
30300;2.64;139_0;72;180
30300;0.41;14.3_0;0;24
30300;1.65;14.3_1;60;36
30300;8.79;140_0;384;444
30300;9.81;140_1;468;456
30300;10.7;140_2;468;504
30300;9;140_3;468;276
30300;130.09;141_0;84;0
30300;137.21;141_1;0;0
30300;8.39;142_0;1068;216
30300;19.32;142_1;0;468
30300;9.39;142_2;0;420
30300;0.2;143.4_0;0;24
30300;0.31;143.4_1;24;0
30300;;143.4_2;0;0
30300;;144_0;0;0
30300;0.23;144_1;12;12
30300;3.8;144_2;156;180
30300;15.45;144.283_0;48;132
30300;20.67;144.283_1;384;120
30300;13.33;144.283_2;276;204
30300;1.82;144.312_0;72;72
30300;2.39;144.312_1;96;96
30300;;144.312_2;0;0
30300;112.22;145_0;168;132
30300;0.33;145_1;0;12
30300;;145_2;0;0
30300;95.96;146_0;12;12
30300;149.25;146_1;0;0
30300;53.81;147_0;456;144
30300;71.23;147_1;0;132
30300;125.84;147_2;0;48
30300;3.72;148_0;156;192
30300;1.62;148_1;72;48
30300;;148_2;0;0
30300;47.78;149_0;156;156
30300;79.14;149_1;120;156
30300;114.61;149_2;48;48
30300;5.12;15_0;96;120
30300;1.62;15_1;24;48
30300;2.66;150_0;72;120
30300;1.55;150_1;24;60
30300;0.75;150_2;84;0
30300;44.85;151_0;168;156
30300;72.77;151_1;192;48
30300;102.55;151_2;156;12
30300;115.64;151_3;12;60
30300;3.6;152_0;132;72
30300;0.28;152_1;12;0
30300;0.02;152_2;0;24
30300;;152_3;0;0
30300;2.87;153_0;156;48
30300;1.79;153_1;48;132
30300;1.41;153_2;24;120
30300;3.98;154.7_0;144;144
30300;0.07;154.7_1;24;12
30300;;154.7_2;0;0
30300;;155[0].4_0;0;0
30300;6.47;155[0].4_1;168;120
30300;0.57;155[0].4_2;0;48
30300;5.39;155[0].4_3;144;132
30300;;155[1]_0;0;0
30300;7.47;155[1]_1;312;276
30300;1.76;155[1]_2;48;60
30300;3.51;155[1]_3;132;156
30300;13.42;156[0]_0;96;84
30300;0.25;156[0]_1;12;12
30300;;156[0]_2;0;0
30300;;156[0]_3;0;0
30300;2.22;156[1]_0;84;132
30300;0.63;156[1]_1;12;24
30300;0.56;156[1]_2;0;0
30300;0.19;156[1]_3;60;0
30300;6.85;157_0;276;312
30300;0.75;157_1;60;24
30300;3.32;157_2;156;144
30300;1.1;158_0;0;96
30300;1.31;158_1;108;12
30300;;158_2;0;0
30300;3.83;16_0;180;96
30300;2.11;16_1;48;96
30300;28.47;161_0;120;144
30300;2.68;161_1;108;120
30300;2.47;163_0;48;48
30300;1.08;164_0;48;48
30300;6.72;165_0;228;204
30300;1.86;165_1;0;60
30300;1.13;166_0;24;48
30300;0.08;166_1;12;0
30300;38.72;167_0;156;144
30300;0.77;167_1;36;36
30300;20.21;168_0;108;120
30300;8.56;168_1;96;96
30300;0.66;17_0;36;12
30300;0.57;17_1;24;48
30300;1.64;172_0;60;60
30300;28.26;173_0;168;192
30300;10.67;173_1;84;96
30300;1.32;175_0;48;48
30300;1.35;175_1;60;48
30300;4.76;18_0;60;168
30300;5.01;18_1;204;132
30300;0.26;181[1][1][0].32.3_0;12;12
30300;1.15;181[1][1][0].32.3_1;360;0
30300;10.38;181[1][1][0].32.3_2;72;144
30300;13.3;181[1][1][0].32.3_3;312;624
30300;0.32;181[1][1][1][0]_0;12;12
30300;;181[1][1][1][0]_1;0;0
30300;0.41;181[1][1][1][0]_2;12;12
30300;18.15;181[1][1][1][0]_3;516;516
30300;0.31;181[1][1][1][1][0]_0;12;12
30300;;181[1][1][1][1][0]_1;0;0
30300;0.48;181[1][1][1][1][0]_2;12;12
30300;17.14;181[1][1][1][1][0]_3;516;516
30300;0.32;181[1][1][1][1][1][0]_0;12;12
30300;;181[1][1][1][1][1][0]_1;0;0
30300;0.74;181[1][1][1][1][1][0]_2;12;12
30300;0.96;181[1][1][1][1][1][0]_3;24;24
30300;0.33;181[1][1][1][1][1][0].76_0;0;12
30300;112.47;181[1][1][1][1][1][0].76_1;120;156
30300;71.33;181[1][1][1][1][1][0].76_2;240;204
30300;30.52;181[1][1][1][1][1][0].76_3;624;528
30300;27.1;182_0;444;372
30300;20.7;182_1;300;384
30300;0.94;183.8_0;36;36
30300;0.84;183.8_1;12;12
30300;2.42;184_0;12;132
30300;5.5;184_1;276;240
30300;2.08;185_0;12;0
30300;;186_0;0;0
30300;0.5;186_1;24;24
30300;;187_0;0;0
30300;;19_0;0;0
30300;0.32;19_1;12;12
30300;2.03;2_0;228;84
30300;4.9;2_1;48;204
30300;4.1;20_0;12;156
30300;2.53;20_1;216;60
30300;;21_0;0;0
30300;;21_1;0;0
30300;65.5;22_0;144;216
30300;2.39;22_1;108;84
30300;;24_0;0;0
30300;;24_1;0;0
30300;1.28;25[0]_0;48;48
30300;;25[0]_1;0;0
30300;2.33;25[1]_0;48;60
30300;1.21;25[1]_1;60;48
30300;82.38;26_0;96;48
30300;105.87;26_1;264;204
30300;3.47;27_0;60;132
30300;2.78;27_1;180;84
30300;81.49;28_0;144;84
30300;91.02;28_1;264;132
30300;5.22;29_0;144;108
30300;1.49;29_1;48;60
30300;96.88;30_0;252;264
30300;98.68;30_1;192;192
30300;1.78;31_0;96;72
30300;1.77;31_1;48;96
30300;84.24;32_0;288;156
30300;88.78;32_1;300;336
30300;4.02;33_0;216;84
30300;1.36;33_1;0;96
30300;84.66;34_0;360;408
30300;86.91;34_1;204;204
30300;109.95;35_0;0;72
30300;97.02;35_1;12;48
30300;49.27;35_2;0;0
30300;57.64;35_3;0;12
30300;46.94;35_4;0;0
30300;2.53;37[0]_0;84;120
30300;2.86;37[0]_1;132;120
30300;72.59;38.9_0;288;312
30300;72.67;38.9_1;252;216
30300;0.22;39.68_0;12;12
30300;;39.68_1;0;0
30300;19.49;3[0]_0;240;420
30300;17.29;3[0]_1;552;240
30300;7.12;3[0]_2;564;360
30300;122.56;3[1]_0;144;0
30300;102.88;3[1]_1;168;0
30300;53.11;3[1]_2;384;156
30300;21.73;4_0;0;0
30300;19.97;4_1;12;0
30300;108.76;4_2;108;0
30300;98.82;40_0;12;144
30300;112.55;40_1;228;204
30300;84.78;40_2;60;192
30300;88.14;40_3;240;348
30300;103.44;41.3_0;264;276
30300;91.29;41.3_1;252;384
30300;16.78;41.3_2;324;372
30300;7.41;41.3_3;348;252
30300;80.19;42.0_0;324;384
30300;74.87;42.0_1;480;444
30300;62.95;42.0_2;384;432
30300;66.3;42.0_3;480;480
30300;84.34;43[0].45_0;156;336
30300;87.4;43[0].45_1;252;516
30300;9.9;44_0;132;168
30300;0.87;44_1;0;48
30300;1.91;44_2;96;60
30300;6.64;45[0].5_0;360;216
30300;3.86;45[0].5_1;132;180
30300;4.73;45[1]_0;252;144
30300;2.59;45[1]_1;180;84
30300;6.08;46_0;144;276
30300;1.39;46_1;204;12
30300;6.06;47_0;204;156
30300;0.74;47_1;0;36
30300;8.67;48_0;108;120
30300;2.36;48_1;108;108
30300;;48_2;0;0
30300;;49[0]_0;0;0
30300;1.39;49[0]_1;72;60
30300;0.31;49[0]_2;12;12
30300;0.32;49[1]_0;24;12
30300;0.78;49[1]_1;60;36
30300;0.26;49[1]_2;12;12
30300;142.84;5_0;12;0
30300;143.05;5_1;0;0
30300;1.25;50[0].15_0;0;84
30300;0.28;50[0].15_1;72;0
30300;1.75;50[1]_0;60;60
30300;;50[1]_1;0;0
30300;9.14;51_0;228;180
30300;2.05;51_1;0;84
30300;0.66;52_0;0;12
30300;;52_1;0;0
30300;;52_2;0;0
30300;99.21;53.4_0;216;216
30300;102.79;53.4_1;180;132
30300;91.76;53.4_2;216;216
30300;10.04;54[0]_0;444;408
30300;2.38;54[0]_1;96;156
30300;23.33;54[1]_0;348;132
30300;27.66;54[1]_1;192;132
30300;0.27;55[0]_0;24;24
30300;7.39;55[0]_1;300;372
30300;2.02;55[0]_2;96;72
30300;0.2;55[1]_0;24;0
30300;9.5;55[1]_1;396;432
30300;1.7;55[1]_2;72;96
30300;0.18;56.0.16_0;0;12
30300;0.36;56.0.16_1;24;12
30300;1.82;57_0;36;48
30300;5.57;57_1;156;168
30300;3.65;58_0;144;96
30300;0.95;58_1;12;60
30300;0.37;59_0;132;12
30300;2.3;59_1;84;72
30300;4.04;59_2;24;192
30300;0.99;6_0;0;108
30300;0.99;6_1;0;84
30300;0.99;6_2;0;0
30300;1.02;6_3;0;0
30300;1.25;6_4;204;24
30300;66.37;60_0;240;252
30300;0.79;61_0;12;72
30300;1.69;61_1;96;36
30300;0.24;62_0;12;12
30300;;63_0;0;0
30300;0.6;64_0;12;12
30300;1.27;66.10_0;60;48
30300;1.35;66.10_1;48;72
30300;4.59;67.1_0;192;108
30300;0.84;67.1_1;0;72
30300;1.96;68_0;84;84
30300;0.41;68_1;24;24
30300;2.28;69_0;84;84
30300;0.62;69_1;24;24
30300;109.4;7.0.20_0;168;0
30300;117.64;7.0.20_1;12;0
30300;115.26;7.0.20_2;84;0
30300;126.77;7.0.20_3;24;0
30300;120.76;7.0.20_4;72;0
30300;0.66;70_0;24;24
30300;0.75;71_0;24;24
30300;2.28;72_0;96;108
30300;2.81;73_0;84;120
30300;0.52;73_1;48;24
30300;0.52;74_0;0;0
30300;0.39;74_1;48;36
30300;4.72;75_0;96;192
30300;3.19;75_1;132;24
30300;0.27;75_2;12;24
30300;3.4;76_0;84;144
30300;1.39;76_1;120;72
30300;2.48;77_0;84;84
30300;0.31;77_1;12;12
30300;0.15;78_0;12;0
30300;6.48;78_1;228;252
30300;2.03;79_0;72;96
30300;0.34;79_1;36;0
30300;1.04;8.0.2.13_0;84;12
30300;3.09;8.0.2.13_1;108;72
30300;2.39;8.0.2.13_2;0;228
30300;1.13;8.0.2.13_3;156;36
30300;1.95;80_0;96;36
30300;6.8;80_1;180;240
30300;1.11;81_0;0;60
30300;1.64;81_1;120;60
30300;;81_2;0;0
30300;5.72;82_0;60;108
30300;2.09;82_1;60;36
30300;;82_2;0;0
30300;;83_0;0;0
30300;3.76;83_1;204;120
30300;3.52;83_2;96;180
30300;0.21;84_0;204;0
30300;4.97;84_1;24;216
30300;1.14;84_2;48;84
30300;3.01;85_0;180;144
30300;3.78;85_1;24;120
30300;3.31;85_2;108;72
30300;3.25;86[0]_0;144;168
30300;1.28;86[0]_1;96;36
30300;2.66;86[0]_2;84;132
30300;3.15;86[1][1]_0;144;72
30300;2.23;86[1][1]_1;36;84
30300;5;86[1][1]_2;132;144
30300;6.84;87_0;252;264
30300;3.41;87_1;132;132
30300;4.08;88_0;72;72
30300;1.05;88_1;24;24
30300;0.04;9_0;12;0
30300;0.7;9_1;60;12
30300;3.43;9_2;240;72
30300;5.58;9_3;36;348
30300;3.09;90_0;84;72
30300;1.36;90_1;48;60
30300;12.16;91_0;156;168
30300;14.89;91_1;264;204
30300;0.61;92_0;60;24
30300;1.61;92_1;36;84
30300;0.17;93_0;120;0
30300;3.38;93_1;72;156
30300;6.01;93_2;228;264
30300;3.34;94_0;24;48
30300;0.55;94_1;12;0
30300;2.24;94_2;72;60
30300;0.48;95_0;24;12
30300;0.03;95_1;0;12
30300;0.02;96_0;12;0
30300;0.69;96_1;12;24
30300;0.54;97_0;36;24
30300;0.19;97_1;0;12
30300;1.91;98_0;24;24
30300;1.19;98_1;24;48
30300;0.35;99_0;24;12
30300;34.76;E0_0;744;156
30300;82.76;E0_1;0;276
30300;86.94;E0_2;0;408
30300;8.99;E0.221_0;312;288
30300;7.84;E0.221_1;252;276
30300;2.85;E1_0;132;120
30300;;E1_1;0;0
30300;;E10_0;0;0
30300;;E10_1;0;0
30300;;E11_0;0;0
30300;;E11_1;0;0
30300;;E12_0;0;0
30300;3.2;E12_1;12;12
30300;0.53;E13_0;24;24
30300;;E13_1;0;0
30300;3.94;E15_0;96;96
30300;;E18_0;0;0
30300;;E18_1;0;0
30300;122.6;E19_0;216;228
30300;169.25;E19_1;96;84
30300;117.27;E19_2;228;240
30300;7.17;E2_0;312;324
30300;0.59;E2_1;0;36
30300;7.41;E2.444_0;324;336
